id,title,description,author,publication,isbn,pages,image
696,Antifragile [format poche],"Le hasard nous rend meilleurs. Avec ce provocant paradoxe, Taleb, nous offre un enseignement d'une portée révolutionnaire ; comment non seulement surmonter les cataclysmes de notre temps - ces Cygnes Noirs qui fondent sur un homme, une culture, une civilisation, les bouleversent et les réduisent à néant -, mais en faire une source de bienfaits. De même que le corps humain se renforce à mesure qu'il est soumis au stress et à l'effort, de même que les mouvements populaires grandissent lorsqu'ils sont réprimés, de même le vivant en général se développe d'autant mieux qu'il est confronté à des facteurs de désordre, de volatilité ou à quoi que ce soit à même de le troubler. Cette faculté à non seulement tirer profit du chaos mais à en avoir besoin pour devenir meilleur est « l'antifragile ». Promenant son lecteur dans les rues tonitruantes de Brooklyn, les chemins de la pensée antique ou les méandres des neurosciences avec autant d'aisance, ce livre laisse une question en suspens : êtes-vous prêt à devenir antifragile ?",Nassim Nicholas Taleb,10 sept. 2020,9782251451350,649,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MTQ1MTM1MC9iMTdjNzcyYmIxODZmNTlkODk5NWRiOTBlNGFkNDhlMzdhNzFmYzU4LmpwZWc=/b17c772bb186f59d8995db90e4ad48e37a71fc58-250-375.jpeg?v=1&w=250&h=375&resize=fit
697,Punie,"Vanessa Steel
Punie
« Le temps était venu de laisser libre cours aux souvenirs d'enfance que j'avais occultés pendant des décennies. Cette femme recroquevillée par terre, qui luttait pour trouver son souffle, avait fait de mon enfance un enfer. Je savais à présent que je n'étais nullement prête à accepter sa mort, car tant qu'elle était en vie, je pouvais l'obliger à répondre aux questions qui m'avaient poursuivie toute ma vie d'adulte... De quel crime étais-je coupable ? Pourquoi ma mère m'avait-elle punie sans répit, depuis le jour de ma naissance, avec une telle hargne et une telle cruauté ? »
La vie de Vanessa était une succession de tortures et d'abus sexuels commis par une mère sadique et un grand-père incestueux. La petite fille était aux portes de la mort lorsqu'un mystérieux don se manifesta, l'aidant à supporter l'horreur de sa situation, et la sauvant du pire...",Vanessa Steel,6 mars 2010,9782290018996,381,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI5MDAxODk5Ni81YmJhM2NlYjllYjcyMmRjN2JlOWVlOGM2YzI5MTg1YTNkMmRmYTkwLmpwZWc=/5bba3ceb9eb722dc7be9ee8c6c29185a3d2dfa90-250-375.jpeg?v=1&w=250&h=375&resize=fit
698,Limonov,"Limonov n'est pas un personnage de fiction. Il existe.
 Je le connais. Il a été voyou en Ukraine ; idole de l'underground
 soviétique sous Brejnev ; clochard, puis valet
 de chambre d'un milliardaire à Manhattan ; écrivain
 branché à Paris ; soldat perdu dans les guerres des
 Balkans ; et maintenant, dans l'immense bordel de
 l'après-communisme en Russie, vieux chef charismatique
 d'un parti de jeunes desperados. Lui-même se
 voit comme un héros, on peut le considérer comme
 un salaud : je suspends pour ma part mon jugement.C'est une vie dangereuse, ambiguë : un vrai roman
 d'aventures. C'est aussi, je crois, une vie qui raconte
 quelque chose. Pas seulement sur lui, Limonov, pas
 seulement sur la Russie, mais sur notre histoire à tous
 depuis la fin de la Seconde Guerre mondiale.E. C.","CARRERE, EMMANUEL",5 avr. 2013,9782070450893,488,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA3MDQ1MDg5My9lODBmMjllOTk5ZTY2ZjlkMmUxY2E5YjRlMzY0M2U5OWE4NDNjOWEwLmpwZWc=/e80f29e999e66f9d2e1ca9b4e3643e99a843c9a0-250-375.jpeg?v=1&w=250&h=375&resize=fit
699,Le royaume,"Le Royaume
« À un moment de ma vie, j'ai été chrétien. Cela a duré trois ans. C'est passé.Affaire classée, alors ? Il faut qu'elle ne le soit pas tout à fait pour que, vingt ans plus tard, j'aie éprouvé le besoin d'y revenir. Ces chemins du Nouveau Testament que j'ai autrefois parcourus en croyant, je les parcours aujourd'hui - en romancier ? en historien ? Disons en enquêteur. »","CARRERE, EMMANUEL",25 août 2016,9782070793464,605,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA3MDc5MzQ2NC8xNDRkOTE1Y2VmMDI5NDFkZDExMmRlMzc4NWY2ODRlNmQ0NTBiNmI2LmpwZWc=/144d915cef02941dd112de3785f684e6d450b6b6-250-375.jpeg?v=1&w=250&h=375&resize=fit
700,OLIVIER TWIST (Texte Abrégé),"Orphelin, Olivier Twist passe sa petite enfance entre la maison de Mme Mann, sorte de Cruella paroissiale, et le workhouse, un asile pour indigents qui affame ses pensionnaires. Placé chez un croque-mort, Olivier s'enfuit pour gagner Londres.Sa naïveté le conduit droit dans un repaire de malfaiteurs, une école du vice où l'on apprend à détrousser les passants...",Charles Dickens,29 mai 2019,9782211302647,252,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjIxMTMwMjY0Ny8yZTQzNjZiM2FkMTFiZTg0NGI1ZjhlMjU5YWMwZTNjNDRiOTQ4NzhkLmpwZWc=/2e4366b3ad11be844b5f8e259ac0e3c44b94878d-250-375.jpeg?v=1&w=250&h=375&resize=fit
912,"Le Petit Livre de - 200 répliques drôles de cinéma, 2e édition","De Fanfan la Tulipe à Adieu les cons, retrouvez dans cette nouvelle édition 200 citations drôles, humoristiques, ironiques, corrosives ou facétieuses... Préparez-vous à agiter vos zygomatiques !",Vincent Mirabel,2 juin 2022,9782412080009,159,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjQxMjA4MDAwOS8xMDM2NmYzOGM3ZDhhYWI2N2E4NTlhNjI3NDE0NDFjNGQ0MGFkY2Y3LmpwZWc=/10366f38c7d8aab67a859a62741441c4d40adcf7-250-375.jpeg?v=1&w=250&h=375&resize=fit
701,Le consentement,"Le consentement
« Depuis tant d'années, je tourne en rond dans ma cage, mes rêves sont peuplés de meurtre et de vengeance. Jusqu'au jour où la solution se présente enfin, là, sous mes yeux, comme une évidence : prendre le chasseur à son propre piège, l'enfermer dans un livre. »Séduite à l'âge de quatorze ans par un célèbre écrivain quinquagénaire, Vanessa Springora dépeint, trois décennies plus tard, l'emprise qui fut exercée sur elle et la trace durable de cette relation tout au long de sa vie de femme. Au-delà de son histoire intime, elle questionne dans ce récit les dérives d'une époque et d'un microcosme littéraire aveuglé par le talent et la notoriété.Un livre phénomène traduit dans vingt-deux langues et actuellement en cours d'adaptation cinématographique.",Vanessa Springora,6 janv. 2021,9782253101567,210,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzEwMTU2Ny8xNTA3NTE3ZmVlNGYxMDE5ZTI2ZTFiZTBhZmZkNTlkZmU4NGJmMzY5LmpwZWc=/1507517fee4f1019e26e1be0affd59dfe84bf369-250-375.jpeg?v=1&w=250&h=375&resize=fit
702,L'Idiot,"L'Idiot

Après un long séjour en Suisse destiné à recouvrer la santé, le prince Muichkine arrive à Saint-Pétersbourg. Dénué de fortune, de famille et d'ambition, il y côtoie une société viciée où son innocence, sa sincérité et son humilité éveillent bien des tourmentes.De l'amoureux dévoré de passion au prétendant cupide, du fonctionnaire exégète à l'étudiant nihiliste, de la tortueuse fille du monde à la femme perdue belle comme le jour, tous seront ainsi confrontés au meilleur et au pire de leur être.Bouillonnant récit d'une figure christique en butte à la malice, ce magistral Idiot est à l'image de la sainte Russie : vibrant et démesuré.",Fedor Mikhaïlovitch Dostoïevski,10 juin 1994,9782253067085,1025,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzA2NzA4NS80MjkxYTg0N2VhOTQ0ODU3ODU1ODEwMjRhZjMxNDdlM2VhMGFmOTZlLmpwZWc=/4291a847ea94485785581024af3147e3ea0af96e-250-375.jpeg?v=1&w=250&h=375&resize=fit
703,Orages d'acier,"Orages d'acier

Le grand moment était venu. Le barrage roulant s'approchait des premières tranchées.Nous nous mîmes en marche... Ma main droite étreignait la crosse de mon pistolet et la main gauche une badine de bambou. Je portais encore, bien que j'eusse très chaud, ma longue capote et, comme le prescrivait le règlement, des gants. Quand nous avançâmes, une fureur guerrière s'empara de nous, comme si, de très loin, se déversait en nous la force de l'assaut.Elle arrivait avec tant de vigueur qu'un sentiment de bonheur, de sérénité me saisit.
Le livre d'Ernst Jünger, Orages d'acier, est incontestablement le plus beau livre de guerre que j'aie lu.
André Gide.",Ernst Jünger,11 janv. 1989,9782253048428,379,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzA0ODQyOC9iNjIxZmViZWM2OTg5OGIyMmE0ODEwMjZiMDg5OWIyZTg1MDY2OGFkLmpwZWc=/b621febec69898b22a481026b0899b2e850668ad-250-375.jpeg?v=1&w=250&h=375&resize=fit
704,Dans ma maison - BTS 2022-2023,"Dans ma maison
Derrière leur apparente simplicité, nos maisons abritent nombre de secrets... et soulèvent bien des questions ! Comment combattre les inégalités de logement ? Quels changements le télétravail a-t-il introduits dans nos intérieurs ? À quoi ressembleront les habitations de demain ?",Collectif,1 sept. 2021,9782080247773,180,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA4MDI0Nzc3My8wYTRmMWM0NmFiNGU1MDE1MzdiNGI1YzY2MmRmNmE2MTBiZWE4MDQ2LmpwZWc=/0a4f1c46ab4e501537b4b5c662df6a610bea8046-250-375.jpeg?v=1&w=250&h=375&resize=fit
705,Caligula,"Dans Folioplus classiques, le texte intégral, enrichi d'une lecture d'image, écho pictural de l'oeuvre, est suivi de sa mise en perspective organisée en six points :


Mouvement littéraire : Camus et l'absurde


Genre et registre : Sous le signe du théâtre


L'écrivain à sa table de travail : Écrire et récrire


Groupement de textes : Théâtre et complots


Chronologie : Albert Camus et son temps


Éléments pour une fiche de lecture","CAMUS, ALBERT",7 juin 2012,9782070446599,166,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA3MDQ0NjU5OS9hZmJjNzg3YjcxODcwZDhhYzQwMWYwNjM1NzA1ODM1ZjAwOGQ3OTgxLmpwZWc=/afbc787b71870d8ac401f0635705835f008d7981-250-375.jpeg?v=1&w=250&h=375&resize=fit
706,En avant toutes,"OEuvrer pour que plus de femmes accèdent
 au pouvoir, qu'elles bénéficient des mêmes
 opportunités que les hommes, qu'elles osent
 s'affirmer et assumer leurs choix : autant de défis
 que propose Sheryl Sandberg dans un livre
 percutant, plein d'énergie et d'humour, à partir
 notamment de son expérience personnelle.
 Numéro deux de Facebook, Sheryl Sandberg figure
 parmi les cent personnalités les plus influentes
 au monde selon le Time.Sheryl Sandberg s'est engagée à verser
 les bénéfices de son livre à Lean In, une fondation
 à but non lucratif encourageant les femmes
 à réaliser leurs ambitions, ainsi qu'à d'autres
 organisations caritatives de soutien aux femmes.","SANDBERG, SHERYL",30 avr. 2014,9782253194293,334,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzE5NDI5My81NDcyMjE2NTk4NzM0Nzg0YWVlZjdjMTE5NGUzNDIwNDc4NTI5NzZiLmpwZWc=/5472216598734784aeef7c1194e342047852976b-250-375.jpeg?v=1&w=250&h=375&resize=fit
707,Les décisions absurdes,"Les décisions absurdes, I

Sociologie des erreurs radicales et persistantes
Il arrive que les individus prennent collectivement des décisions singulières et agissent avec constance dans le sens totalement contraire au but recherché : pour éviter un accident, des pilotes s'engagent dans une solution qui les y mène progressivement ; les ingénieurs de Challenger maintiennent obstinément des joints défectueux sur les fusées d'appoint ; des copropriétaires installent durablement un sas de sécurité totalement inutile ; une entreprise persévère dans l'usage d'un outil de gestion au résultat inverse de l'objectif visé...Quels sont les raisonnements qui produisent ces décisions absurdes ? Les mécanismes collectifs qui les construisent ? Quel
est le devenir de ces décisions ? Comment peut-on à ce point se tromper et persévérer ?Ces questions, auxquelles Christian Morel répond grâce à une analyse sociologique aux multiples facettes, conduisent à une réflexion globale sur la décision et le sens de l'action humaine.",Christian Morel,23 janv. 2014,9782070457663,379,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA3MDQ1NzY2My9lZDdhOWFiNDY2NWY4NzFhMjg0ZmNkNDdjZmVjZGU0Mjc4MWQwMmIxLmpwZWc=/ed7a9ab4665f871a284fcd47cfecde42781d02b1-250-375.jpeg?v=1&w=250&h=375&resize=fit
740,100 poemes classiques et contemporains,"Anthologie de la poésie française

100 Poèmes classiques et contemporains
Formidable outil de travail pour préparer son brevet des collèges ? Précieux petit livre à fourrer dans sa poche et à emporter en voyage ? À la fois l'un et l'autre : cette anthologie se veut en effet une aide concrète aux élèves, mais aussi un bréviaire utile aux amateurs du genre. Elle concentre ce que la poésie de langue française a donné de plus beau et de plus fort au fil des siècles. Un trésor à découvrir ou à redécouvrir.
Le dossier

Avant d'aborder les oeuvres

Repères chronologiques
Pour mieux lire les oeuvres

Pour approfondir

Thèmes et prolongements
Vers le brevet
Outils de lecture
Bibliographie",COLLECTIF,22 août 2012,9782035873880,255,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAzNTg3Mzg4MC9jZWE5NDFhNzJlYTM0NGY3NjE0OTdhZmQyNjNkNGI3OWRhMmEwNTkyLmpwZWc=/cea941a72ea344f761497afd263d4b79da2a0592-250-375.jpeg?v=1&w=250&h=375&resize=fit
708,Découvrez vos pouvoirs de médium,"Vous avez souvent des impressions de déjà-vu, la sensation qu'une présence vous guide ou encore la certitude qu'un événement va se produire avant même qu'il n'advienne... Rassurez-vous, il s'agit là d'un formidable atout !Avec bienveillance et pédagogie, David Fontaine vous donne les clés pour révéler vos facultés psychiques, booster vos perceptions et votre intuition et apprendre à communiquer avec l'invisible.Ayant lui-même eu des visions de défunts dès son plus jeune âge, il a appris au fil des années à maîtriser ses capacités de médium et les met aujourd'hui au service des autres.Nourrit de nombreux témoignages saisissants, cet ouvrage vous permettra grâce à des exercices simples et ludiques d'aiguiser vos facultés extrasensorielles et d'élargir votre conscience. Vous serez ainsi en mesure de réaliser en toute sécurité des expériences de médiumnité et, pas à pas, de déployer et améliorer votre pratique.",David Fontaine,10 janv. 2024,9782036043480,169,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjAzNjA0MzQ4MC9hNDk3MmYwMGJjMjYxN2U2OWEzMTFhNmZmYjBjNWEwM2IzYjE3YmZkLmpwZWc=/a4972f00bc2617e69a311a6ffb0c5a03b3b17bfd-250-375.jpeg?v=1&w=250&h=375&resize=fit
709,Le goût du risque,"Le goût du risque
Célébrer la liberté, ne pas craindre l'incorrect, chercher la bagarre, ne pas fuir la mort, danser après l'échec, refuser l'abus des normes, tuer le principe de précaution, aimer la solitude, oser croire, chérir l'inutile, aventurer la vie sans cesse : voilà ce que proposent les auteurs de cet ouvrage pour affronter notre époque de doute et de désarroi.Les pandémies, les catastrophes naturelles, l'intelligence artificielle nous poussent vers le repli jusqu'à la tétanie. Dans ces pages vives et ardentes, Andrea Marcolongo, Patrice Franceschi et Loïc Finaz combattent sans concession la peur et la prudence qui l'emportent aujourd'hui trop souvent sur la liberté. Puisque le risque est consubstantiel à la vie, faisons preuve de courage intellectuel et moral. Bref, retrouvons le goût du risque.Bien plus qu'un libelle contre nos temps d'asphyxie, un éloge de la vie libre et intense, joyeuse et engagée.",Loïc Finaz,20 sept. 2023,9782246834151,131,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI0NjgzNDE1MS83OWIwNjZlZWM5MTVmOGI5MWZlZWI4MGY2NzY4MGUxNDE1MGY5ODg5LmpwZWc=/79b066eec915f8b91feeb80f67680e14150f9889-250-375.jpeg?v=1&w=250&h=375&resize=fit
710,Ivre d'un grand rêve de liberté,"Ivre d'un grand rêve de liberté

II me semble que dans la rue les gens
  Luttent terriblement avec le temps, 
Et à chaque instant, de victoire en victoire, 
Pour l'avenir s'élève une armée...
IL était l'un des « vingt-et-trois » chantés par Léo Ferré. Missak Manouchian est mort pour la France. Mais bien avant de prendre les armes pour défendre la liberté, cet immigré arménien s'est armé de mots. Sa poésie dit la nostalgie de son pays meurtri, sa souffrance d'étranger apatride, son aspiration à un amour fraternel entre les hommes et sa colère contre les injustices.Pour la première fois traduite en intégralité, son oeuvre poétique est un préambule inédit à son engagement dans la Résistance.",Missak Manouchian,12 janv. 2024,9791041414673,198,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc5MTA0MTQxNDY3My84MTdjZDIwOWFmNjc5MzlhNzNjNjVkY2UxYTMwYzg3MWMzZjM5NmJiLmpwZWc=/817cd209af67939a73c65dce1a30c871c3f396bb-250-375.jpeg?v=1&w=250&h=375&resize=fit
711,Voir Paris et mourir,"Pr Howard Storm

Voir Paris et mourir
En attendant d'être opéré aux urgences pour une soudaine perforation de l'estomac, le Pr. Howard Storm, un solide athée américain en voyage à Paris, est mort subitement dans une chambre de l'hôpital Cochin.En découvrant que soudain il ne souffrait plus, le Pr Storm a aussi constaté que quelque chose ne collait pas car il se sentait étrangement léger. Au même moment, il entendit des voix qui lui demandèrent de le suivre. Persuadé que c'était les infirmières qui lui parlaient, il suivit les silhouettes grises qui l'emmenèrent dans l'Au-delà.À partir de là commence une expérience aux frontières de la mort extraordinaire qui va entraîner le brave professeur laïc aussi bien dans les tréfonds de l'enfer qu'au paradis où il se retrouve en présence des Anges. Et là, le Christ et les Anges vont lui montrer le futur de l'humanité ainsi que la faillite de l'économie américaine avec la destruction des USA... Il ne pouvait imaginer une seconde avant sa « -mort- » qu'une fois revenu dans son corps, il ne sera plus jamais le même, au point d'abandonner son poste de professeur de l'Histoire de l'Art à la Northern Kentucky University pour devenir pasteur.
L'Expérience aux Frontières de la Mort la plus troublante jamais racontée par un homme qui ne croyait pas que l'enfer ou le paradis puissent exister. Un livre choc.",Howard Storm,25 mars 2010,9782914569804,210,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjkxNDU2OTgwNC9jYjEwYTYxOTBjMjMxOWQzMDIwMTRhMzUyYjFlYTYxM2I5NGU5MWE2LmpwZWc=/cb10a6190c2319d302014a352b1ea613b94e91a6-250-375.jpeg?v=1&w=250&h=375&resize=fit
712,Soldat de l'ombre,"Général Christophe Gomart
Soldat de l'ombre
Assener le premier coup de poing, délivrer des otages, mener des opérations ciblées, neutraliser des chefs terroristes... Toutes ces situations critiques, le général Christophe Gomart les a vécues.Pour la première fois, un général raconte ses trente-cinq années de guerres de l'ombre : à Sarajevo en 1992, au Rwanda durant l'opération Turquoise en 1994, dans la traque des criminels de guerre en ex-Yougoslavie, en Afghanistan contre les talibans en 2001, en Libye lors de l'opération Harmattan contre Kadhafi en 2011, au Mali lors de l'opération Serval en 2013, jusqu'au Moyen-Orient en soutien aux Kurdes contre Daech...En homme d'action et de réflexion, l'ancien commandant des forces spéciales nous fait vivre les prises de décision politiques autant que les opérations de terrain. Il retrace aussi cette part de notre histoire où, parfois, vérité et gloire ne font pas bon ménage, interrogeant au passage et sans langue de bois le rôle de la France comme gendarme du monde.",Christophe Gomart,22 sept. 2021,9791033909460,371,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc5MTAzMzkwOTQ2MC85YTlkMzBjMmNlZTM0ODIwYmYxNmFiZmM1MjUyODEyYmI4MmZlZTcyLmpwZWc=/9a9d30c2cee34820bf16abfc5252812bb82fee72-250-375.jpeg?v=1&w=250&h=375&resize=fit
713,Un long chemin vers la liberté,"Nelson Mandela
      Un long chemin vers la liberté
Nelson Mandela commence la rédaction de ses souvenirs en 1974 au pénitencier de Robben Island et l'achève après sa libération, en 1990, à l'issue de vingt-sept années de détention.Né et élevé dans la famille royale des Thembus, Mandela gagne Johannesburg où il ouvre le premier cabinet d'avocats noirs. Il devient un des leaders de l'ANC (Congrès national africain).Dès lors, à travers la clandestinité, la lutte armée, la prison, sa vie se confond avec son combat pour la liberté, faisant de lui l'homme clef pour sortir l'Afrique du Sud de l'impasse où l'ont enfermée quarante ans d'apartheid. Un document majeur sur un des grands bouleversements politiques de la fin du XXe siècle.",Nelson Mandela,11 déc. 1996,9782253140634,767,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzE0MDYzNC85NmMxMTcxZmIyZGM4MWIzNTk1MGM0MzdiMDE4MmVmNTI0NzdjNzYxLmpwZWc=/96c1171fb2dc81b35950c437b0182ef52477c761-250-375.jpeg?v=1&w=250&h=375&resize=fit
714,Oro,"Oro est un livre culte.Vendu à plusieurs millions d'exemplaires dans le monde entier, c'est le premier volume de la célèbre trilogie autobiographique de Cizia Zykë, qui se poursuit avec Sahara, ses souvenirs de contrebandier du désert, et Parodie, ses mémoires de parrain à Toronto.Cizia Zykë est un personnage hors normes. C'est le dernier aventurier du monde moderne. Un homme pour qui l'interdit n'existe pas. Pour oublier la mort de son fils, il s'est lancé à la quête d'actions fortes autour du monde. Il trouve l'aventure dans la jungle de la péninsule d'Osa, au Costa Rica, parmi les serpents, les policiers véreux, les prostituées et les trafiquants.
Oro est un texte fou, libre, sans pitié et magnifique.Un must du récit d'aventure.« Avez-vous déjà rencontré quelqu'un commeykë ? »Bernard Pivot - Apostrophe« Un récit ahurissant qu'il faut lire d'une traite. La violence, le jeu, les femmes, les fêtes, l'humour : tout y est. »Paris Match",Cizia Zykë,18 juin 2009,9782266192422,464,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI2NjE5MjQyMi80NmNkNmJiMzY3MjQzYTZmNjE2ZTlmNDg0ZTk2ZDU5YWU3YzMwOTc2LmpwZWc=/46cd6bb367243a6f616e9f484e96d59ae7c30976-250-375.jpeg?v=1&w=250&h=375&resize=fit
715,Les Trois Mousquetaires,"Les Trois Mousquetaires
Les aventures de d'Artagnan et de ses
trois célèbres acolytes, Athos, Porthos et
Aramis, ce sont avant tout la vaillance et
le panache, un débordement d'énergie et
d'audace, de la romance et de la comédie
qui virent parfois à la tragédie quand, au
détour d'une page, se profile la silhouette
de l'inquiétante Milady...Des générations de lecteurs ont été subjuguées par Les
Trois Mousquetaires où Dumas, avec une incomparable
puissance dramatique, mêle à la fiction l'histoire et aux
êtres imaginaires des personnages réels, pour faire revivre
avec brio la tumultueuse époque du règne de Louis XIII.",Alexandre Dumas,13 sept. 2013,9782081309463,833,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA4MTMwOTQ2My9kZmM4MTZkNTM4MjRjNWY5MDM4OTVkZDVhYTRkYjdmNjRmNDQzYmFlLmpwZWc=/dfc816d53824c5f903895dd5aa4db7f64f443bae-250-375.jpeg?v=1&w=250&h=375&resize=fit
716,Lettres à un jeune poète,"En 1903, Rilke répond à Franz Kappus, un jeune
 homme de vingt ans, élève d'un prytanée militaire,
 qui lui a envoyé ses premiers essais poétiques.
 Neuf autres lettres suivront, que Kappus publiera
 en 1929, trois ans après la mort de Rilke.Leur retentissement n'a fait que s'accroître depuis.
 Bien plus, en effet, qu'un entretien sur le métier
 poétique, elles forment une extraordinaire
 méditation sur la solitude, la création,
 l'accomplissement intérieur de notre être.
 Cette traduction s'accompagne d'essais
 que Rilke a rédigés entre 1912 et 1919
 (Sur le poète, Instant vécu, Bruit originaire),
 et de poèmes écrits en français à la fin de sa vie.
 Trois visages d'un des plus grands poètes
 du XXe siècle.",Rainer Maria Rilke,6 mars 1991,9782253055396,250,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzA1NTM5Ni8wNjhhYjJhZjgxNWI2ODVhNDY2ODMxN2ViOWM4YThjYzRmMDZkN2NmLmpwZWc=/068ab2af815b685a4668317eb9c8a8cc4f06d7cf-250-375.jpeg?v=1&w=250&h=375&resize=fit
717,Cyrano de Bergerac,"Cyrano, poète doté d'un très grand nez et de beaucoup d'esprit, n'a pas un physique particulièrement avenant. Il est amoureux de Roxane, sa cousine, qui aime Christian, beau mais pas très intelligent. Les deux hommes décident de séduire Roxane en alliant leurs qualités.",Edmond Rostand,24 août 2013,9782081310056,320,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA4MTMxMDA1Ni9hZDc5ZThjMGNjNTUzMDIwYWEyNzViNzBiYTI2ZDIzMTZlNTEwYTkxLmpwZWc=/ad79e8c0cc553020aa275b70ba26d2316e510a91-250-375.jpeg?v=1&w=250&h=375&resize=fit
718,Personne n'est venu - Mon enfance dans l'orphelinat de l'horreur,"Robbie Garner n'a que 5 ans lorsqu'il assiste
 à la tentative de suicide de son père.Le même jour, sa mère, alcoolique, décide
 de le placer dans un orphelinat, ainsi que sa soeur
 et ses deux frères.Tenu par des religieuses, le Sacré-Coeur est
 en apparence un endroit paisible. Pourtant,
 on y commet les pires abus : privations, sévices
 corporels, humiliations... Robbie trouve la force
 de résister, mais son frère cadet Davie gardera
 d'importantes séquelles psychologiques. Plus tard,
 Robbie est transféré à Haut-de-la-Garenne,
 où des gardiens pervers et violents organisent
 en toute impunité des orgies sexuelles d'une cruauté
 inouïe. Certains enfants se suicident,
 d'autres disparaissent mystérieusement.En 2008, la médiatisation de l'affaire de «l'orphelinat
 de l'horreur» à Jersey a brusquement fait jaillir
 les terribles souvenirs de Robbie Garner.
Personne n'est venu est son témoignage.",Robbie Garner,8 avr. 2015,9782253194651,308,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzE5NDY1MS9iYzBhMjliZjhjNGI0MGJjYjFhMzQ3MmQxZjlkNTM2MTdlM2ZiMzAzLmpwZWc=/bc0a29bf8c4b40bcb1a3472d1f9d53617e3fb303-250-375.jpeg?v=1&w=250&h=375&resize=fit
719,Les Misérables,"Valjean, l'ancien forçat devenu bourgeois et protecteur des faibles ; Fantine, l'ouvrière écrasée par sa condition ; le couple Thénardier, figure du mal et de l'opportunisme ; Marius, l'étudiant idéaliste ; Gavroche, le gamin impertinent tué sur les barricades ; Javert, la fatalité sous les traits d'un policier vengeur, et, bien sûr, Cosette, l'enfant victime : voilà comment une oeuvre immense incarne son siècle en quelques destins exemplaires.",Victor Hugo,9 janv. 2019,9782211238465,317,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjIxMTIzODQ2NS80YjQ5MTQzMzJkYmZlMjAxZGMxYmFmMjA0ZjI3MjRiYjRkNzNlYjMxLmpwZWc=/4b4914332dbfe201dc1baf204f2724bb4d73eb31-250-375.jpeg?v=1&w=250&h=375&resize=fit
